time_s,x_m,y_m,z_m
0,-2.509,1.614,1.561
0.0399999999999991,-2.521916747480806,1.5580274275831727,1.5599869217662112
0.0799999999999983,-2.5492190575441764,1.4397174173085687,1.5578455641141822
0.120000000000001,-2.5706024533274365,1.3200301741582323,1.5557526525497134
0.16,-2.5881234888163998,1.1994442240283072,1.553691354256894
0.199999999999999,-2.594,1.159,1.553
0.239999999999998,-2.594,1.159,1.553
0.280000000000001,-2.6007116237414794,1.0187270638030803,1.5496441881292604
0.32,-2.604,0.95,1.548
0.359999999999999,-2.60157325945658,0.9067231269756734,1.546179944592435
0.399999999999999,-2.588462529474813,0.7184057387036755,1.5386276346815593
0.440000000000001,-2.5704805187566984,0.6289688959214729,1.5367347914480733
0.48,-2.55158947711313,0.5407658890856815,1.535207803697144
0.52,-2.5227208254640714,0.4661055830967371,1.537696480563442
0.559999999999999,-2.496,0.397,1.54
0.600000000000001,-2.496,0.397,1.54
0.640000000000001,-2.4713213708553265,0.35998205628298996,1.5430848286430843
0.68,-2.4364595227114654,0.30768928406719825,1.5474425596610668
0.719999999999999,-2.4020962544144284,0.26258665973504586,1.5515769112453612
0.760000000000002,-2.3680102817465283,0.22148298681199008,1.555587025676879
0.800000000000001,-2.3219140331394645,0.15655276904640766,1.557
0.84,-2.306,0.133,1.557
0.879999999999999,-2.306,0.133,1.557
0.920000000000002,-2.3032806704514717,0.13041663692889804,1.557045322159142
0.960000000000001,-2.262047865516478,0.09124547224065388,1.5577325355747254
1,-2.246,0.076,1.558
1.04,-2.2151139060467657,0.05854264254817198,1.5571047508999063
1.08,-2.177,0.037,1.556
1.12,-2.177,0.037,1.556
1.16,-2.1324984421272393,0.012352983332009456,1.5546307212962227
1.2,-2.0756113925419264,-0.014959915551786704,1.5527232067558572
1.24,-2.055,-0.024,1.552
1.28,-2.055,-0.024,1.552
1.32,-2.052595680518026,-0.024787621899267358,1.552041453784172
1.36,-2.0131157139495452,-0.037720714395838725,1.5527221428629387
1.4,-1.9581589494692337,-0.05089987468422366,1.553
1.44,-1.938,-0.055,1.553
1.48,-1.938,-0.055,1.553
1.52,-1.9310951530472722,-0.055484550663349314,1.5528788623341627
1.56,-1.8715678826932498,-0.05858387717764337,1.5518612923925479
1.6,-1.8276259703343627,-0.05664526339710424,1.5512150877990347
1.64,-1.813,-0.056,1.551
1.68,-1.813,-0.056,1.551
1.72,-1.813,-0.056,1.551
1.76,-1.788273600865052,-0.05320078500359078,1.551
1.8,-1.7525395579379934,-0.04859236942226293,1.5512815261155473
1.84,-1.7173364236764073,-0.04195026861819005,1.5526099462763618
1.88,-1.707,-0.04,1.553
1.92,-1.707,-0.04,1.553
1.96,-1.69658093161689,-0.037247793257291675,1.5537863447836309
2,-1.654,-0.026,1.557
2.04,-1.654,-0.026,1.557
2.08,-1.6251992976719407,-0.01810303323262888,1.557
2.12,-1.592,-0.009,1.557
2.16,-1.573041981943848,-0.004260495485961958,1.5572154320233653
2.2,-1.504,0.013,1.558
2.24,-1.504,0.013,1.558
2.28,-1.4613718574674341,0.024217932245412077,1.5571025654203672
2.32,-1.409,0.038,1.556
2.36,-1.409,0.038,1.556
2.4,-1.333311913835024,0.05809418216769278,1.5533207757109744
2.44,-1.2515051187289874,0.08071282322028932,1.5506618080820749
2.48,-1.1832510228464974,0.10021399347242932,1.5486090533186916
2.52,-1.163,0.106,1.548
2.56,-1.1442081265076416,0.11181064509303187,1.5476291077600193
2.6,-1.0542739748056789,0.1396192314745598,1.5458540916080068
2.64,-0.964868288268835,0.16866200089638317,1.5452847636526614
2.68,-0.8759527153526814,0.19884938676297853,1.5458336252138725
2.72,-0.849,0.208,1.546
2.76,-0.849,0.208,1.546
2.8,-0.7458986050860514,0.24620816399752216,1.546
2.84,-0.610125050030741,0.29973069341574804,1.5452128577146371
2.88,-0.504,0.344,1.544
2.92,-0.504,0.344,1.544
2.96,-0.46848315445184346,0.35978526468806954,1.5436053683827984
3,-0.324,0.424,1.542
3.04,-0.324,0.424,1.542
3.08,-0.24040457771302848,0.46672654916889655,1.542
3.12,-0.144,0.516,1.542
3.16,-0.11030665820547046,0.5357972177775767,1.5416192842735081
3.2,0.033,0.62,1.54
3.24,0.033,0.62,1.54
3.28,0.05472240093407221,0.6340264646031437,1.539751743989325
3.32,0.21879061189182594,0.7407258227154493,1.5378723004509844
3.36,0.3060737624405473,0.803218492634948,1.5368393637581002
3.4,0.39283693040615075,0.8662116089878753,1.5360954031952179
3.44,0.477345369240342,0.9313747425467697,1.5366044901761466
3.48,0.543,0.982,1.537
3.52,0.543,0.982,1.537
3.56,0.5755413328825354,1.0090840907221101,1.5365957598399684
3.6,0.7156585175116433,1.1265986522833122,1.534848590681667
3.64,0.7903813466755368,1.1945284969777608,1.533878164328889
3.68,0.858,1.256,1.533
3.72,0.858,1.256,1.533
3.76,0.858,1.256,1.533
3.8,0.887766614048937,1.2861829303293417,1.533
3.84,1.0114534305327079,1.4132224726228586,1.5327587669877067
3.88,1.0610778541508807,1.4712448756225682,1.5316135879811335
3.92,1.110702277769058,1.5292672786222832,1.5304684089745602
3.96,1.1798850972471526,1.6207530295179835,1.5308576332850379
4,1.245,1.711,1.532
4.04,1.245,1.711,1.532
4.08,1.310128134854502,1.826549916677342,1.532
4.12,1.338,1.876,1.532
4.16,1.346444827984249,1.896220010666511,1.5327136474352887
4.2,1.3899577021705611,2.0004057657604983,1.5363907917327235
4.24,1.4256708519660743,2.0987405134926718,1.5386062127987663
4.28,1.4553144808532519,2.192522175790288,1.5396841629401183
4.32,1.464,2.22,1.54
4.36,1.464,2.22,1.54
4.4,1.4832278863218535,2.3010318066420976,1.540915613634374
4.44,1.5086611522515605,2.4126120932091544,1.541733884774844
4.48,1.522827628368052,2.4957220864259044,1.5403172371631948
4.52,1.536,2.573,1.539
4.56,1.536,2.573,1.539
4.6,1.5435891519139726,2.6462129949347943,1.538553579299178
4.64,1.5532760916886417,2.7506205233063215,1.5383681222515222
4.68,1.5552193460408406,2.846487738014802,1.5409591280544541
4.72,1.556,2.885,1.542
4.76,1.556,2.885,1.542
4.8,1.5309052724155314,3.0043183273827565,1.5462613688350983
4.84,1.503,3.137,1.551
4.88,1.503,3.137,1.551
4.92,1.503,3.137,1.551
4.96,1.4978194335209345,3.1484404176412695,1.5502445007218029
5,1.4747072033934787,3.199479925839401,1.546873967161549
5.04,1.446083117411542,3.257179305099679,1.5435614647907316
5.08,1.3885363140286162,3.3464701544397966,1.5411437812097732
5.12,1.3493635848958052,3.392858912623389,1.5421746425027418
5.16,1.318,3.43,1.543
5.2,1.318,3.43,1.543
5.24,1.318,3.43,1.543
5.28,1.2833698085858494,3.46292005850481,1.543
5.32,1.237,3.507,1.543
