time_s,x_m,y_m,z_m
18.88,-1.1672037162748792,-0.8341913286919485,1.7698024775165861
18.92,-1.165378323614987,-0.8384505782316966,1.768585549076658
18.96,-1.1638840047503116,-0.8419373222492726,1.7675893365002078
19,-1.163,-0.844,1.767
19.04,-1.161796684448092,-0.8449776938859251,1.767376036109971
19.08,-1.1527679990851427,-0.8523135007433216,1.770197500285893
19.12,-1.147,-0.857,1.772
19.16,-1.1427875746892981,-0.8604798296044929,1.772
19.2,-1.1306741754119412,-0.8704865507466574,1.772
19.24,-1.1160525414073221,-0.8816767561376271,1.7740436322095456
19.28,-1.0983531891549736,-0.8943191506035902,1.7785948942172924
19.32,-1.089,-0.901,1.781
19.36,-1.089,-0.901,1.781
19.4,-1.048392672476753,-0.9338725984712,1.7829336822630117
19.44,-1.0176869835307705,-0.961707415005298,1.783651400365983
19.48,-1.002,-0.976,1.784
19.52,-1.002,-0.976,1.784
19.56,-0.9859826851580596,-0.9902699714046377,1.7845824478124341
19.6,-0.9479072445708,-1.0241917275641963,1.7859670092883346
19.64,-0.9079663085486314,-1.0598300631412212,1.785399481669979
19.68,-0.8704778130024735,-1.0933183764156953,1.7846560541194767
19.72,-0.8376157407223346,-1.122747097860596,1.78367509673798
19.76,-0.8081521089147785,-1.1490989029977754,1.7831069982982066
19.8,-0.7861895274250552,-1.1686593271370602,1.7834501636339835
19.84,-0.7642269459353319,-1.188219751276345,1.7837933289697605
19.88,-0.751,-1.2,1.784
19.92,-0.751,-1.2,1.784
19.96,-0.751,-1.2,1.784
20,-0.7196088287409653,-1.229065899313921,1.784
