time_s,rtk_x_m,rtk_y_m,rtk_z_m,ekf_x_m,ekf_y_m,ekf_error_m,ekf_rts_x_m,ekf_rts_y_m,ekf_rts_error_m,jointopt_x_m,jointopt_y_m,jointopt_z_m,jointopt_error_m
0.0,-2.509,1.614,1.561,-3.5752952622647314,2.7242669725566415,1.539375956898867,-4.071333077539693,2.7109330702601837,1.9089648519040578,-1.7880091633439974,0.6331935109000965,1.0,1.217295837338813
0.03999999999999915,-2.521916747480806,1.5580274275831727,1.5599869217662112,-3.5899911628312022,2.6517499434936807,1.5287288505603933,-4.10728899301156,2.6138391402997025,1.9047686288913508,-1.7757532644312213,0.6170794192904137,1.0,1.200892625402787
0.0799999999999983,-2.5492190575441764,1.4397174173085687,1.5578455641141822,-3.5953925747244244,2.5640836039143724,1.5357989287767353,-4.1442621196966485,2.5251752357350217,1.9293473108032804,-1.762731371836397,0.5999581969551258,1.0,1.1505470124851922
0.120000000000001,-2.5706024533274365,1.3200301741582323,1.5557526525497134,-3.765035441383337,2.4261420101660054,1.6279292234961058,-4.176740800893175,2.439133483927039,1.957568034438828,-1.7489434855595243,0.5818298438942326,1.0,1.1045647047209635
0.16000000000000014,-2.5881234888163998,1.1994442240283072,1.553691354256894,-3.9363972459116967,2.2913409099378192,1.7349583559186783,-4.228151783689091,2.315360476806717,1.9836738368991096,-1.734389605600603,0.5626943601077342,1.0,1.0650408126234374
0.1999999999999993,-2.594,1.159,1.553,-4.1206312410164,2.1804146710822776,1.8368154170600244,-4.287863927387661,2.17624896611007,1.9758467712748267,-1.7190697319596333,0.5425517455956308,1.0,1.070285674150309
0.23999999999999844,-2.594,1.159,1.553,-4.214702453495799,2.2349244186284793,1.9453251135397225,-4.358778917704489,2.0242441196303247,1.9654750099986222,-1.702983864636615,0.5214020003579221,1.0,1.0956463675043517
0.28000000000000114,-2.6007116237414794,1.0187270638030803,1.5496441881292604,-4.0904102852079465,2.1677803186315496,1.881362666900479,-4.45937987959702,1.9069117197058985,2.0599805019238135,-1.6861320036315484,0.4992451243946083,1.0,1.0518162229648358
0.3200000000000003,-2.604,0.95,1.548,-3.96987620104529,2.069932863326083,1.7663146421121216,-4.532365237207972,1.7669362612984134,2.0942725092729426,-1.6685141489444326,0.47608111770568917,1.0,1.048681498130032
0.35999999999999943,-2.60157325945658,0.9067231269756734,1.546179944592435,-4.094402881897612,1.8941320268663917,1.789837036498249,-4.6012452647189965,1.6489257967588689,2.1329681037614034,-1.650130300575269,0.45190998029116497,1.0,1.0545609050225064
