time_s,rtk_x_m,rtk_y_m,rtk_z_m,ekf_x_m,ekf_y_m,ekf_error_m,ekf_rts_x_m,ekf_rts_y_m,ekf_rts_error_m,jointopt_x_m,jointopt_y_m,jointopt_z_m,jointopt_error_m
0.0,,,,-0.3207947841043344,-1.090191530178326,,-0.4628369803159959,-1.5964284218256455,,0.43923185643021295,-1.3336857083838785,1.0,
0.04,-0.6911639872227363,-1.64,1.3271639872227363,-0.405173997517808,-1.084203641889494,0.625059889850826,-0.5158159460999302,-1.6037503758277951,0.1790557756070197,0.41647391794587246,-1.3354800384736347,1.0,1.1487358860653403
0.08,-0.6937299012838801,-1.6398175246790299,1.329,-0.46168209421029127,-1.0743563834294625,0.6112221257701039,-0.5647921176232928,-1.6111984854327512,0.13207574138608666,0.39229360830626064,-1.3373865141940011,1.0,1.1273471424035642
0.12,-0.6964651311188098,-1.6391337172202975,1.329,-0.5128953218933223,-1.0786206217078294,0.5898074305229217,-0.6111645317170592,-1.6198134931124577,0.08746121036136587,0.36669092751137766,-1.3394051355449772,1.0,1.1045985821442892
0.16,-0.697,-1.639,1.329,-0.5596914229623853,-1.068534705247027,0.5867574437923143,-0.6560870930166625,-1.6289192457857185,0.04213653478106596,0.3396658755612234,-1.3415359025265632,1.0,1.078499432933928
0.2,-0.697,-1.639,1.329,-0.6080460705415205,-1.0680726153696722,0.5778156108023825,-0.6994291403751811,-1.6375981297587625,0.0028046324421575385,0.3112184524557978,-1.343778815138759,1.0,1.0505522337624336
0.24,-0.698107176348036,-1.6384464118259818,1.331214352696072,-0.6566686591029012,-1.0705583230959625,0.5693979557681161,-0.7417697756576875,-1.646106839474367,0.044329501804456675,0.281348658195101,-1.3461338733815646,1.0,1.02214497599529
0.28,-0.6992455271183352,-1.6378772364408323,1.3328772364408323,-0.7057563550942215,-1.075519165024998,0.562395760445852,-0.7834459423846888,-1.654565419850735,0.08583825136003725,0.25005649277913283,-1.3486010772549801,1.0,0.9923986201394736
0.32,-0.7001315018390458,-1.637434249080477,1.332434249080477,-0.754853712512898,-1.0800534939401165,0.5600605561382376,-0.8246708216097154,-1.6630242038647385,0.12714121265271006,0.21734195620789337,-1.3511804267590053,1.0,0.9610925017990003
0.36,-0.701,-1.637,1.3320443749580981,-0.8038421225097448,-1.084376964182854,0.5621109515727905,-0.865503600880056,-1.6714650141317797,0.16807519716367594,0.18320504848138258,-1.3538719218936401,1.0,0.9284288213816745
0.4,-0.701,-1.637,1.3342939647890157,-0.8498315033046565,-1.0912595390923623,0.565670811557044,-0.9059847063263391,-1.6798808282357642,0.2094218118006828,0.14764576959960057,-1.3566755626588847,1.0,0.8937457314191275
0.44,-0.7009275577166731,-1.637,1.3360724422833268,-0.8971947746999931,-1.0969932675106546,0.574567743261138,-0.9461593827401638,-1.6884265180482367,0.25056602874874623,0.11066411956254729,-1.3595913490547389,1.0,0.8576926082508628
0.48,-0.7006277434608023,-1.637,1.3363722565391978,-0.9440965251094793,-1.100872879839927,0.5888202922867253,-0.9859421917676745,-1.6969942868600874,0.2915538524329688,0.07226009837022279,-1.3626192810812032,1.0,0.8201465691963938
0.52,-0.7003279292049315,-1.637,1.3366720707950686,-0.9899415527754554,-1.1082110435093018,0.602904479552251,-1.0253926113414171,-1.7056041475145487,0.33222518963602443,0.032433706022626935,-1.365759358738277,1.0,0.7813520970301648
0.56,-0.7000281149490606,-1.637,1.3369718850509393,-1.035747797741751,-1.1146145464481192,0.6209623720460274,-1.064747389572699,-1.7142973507672412,0.3728203719187391,-0.008815057480240186,-1.3690115820259607,1.0,0.7413455894409997
0.6,-0.7,-1.637,1.337,-1.0809310789064146,-1.1204656083596256,0.6418070306751842,-1.1038982684187328,-1.7229738793754057,0.4129471142489164,-0.05148619213837853,-1.3723759509442541,1.0,0.700425617982265
0.64,-0.700804238509442,-1.637,1.3378042385094422,-1.125685058457218,-1.1246334436537633,0.6656149030945715,-1.1428323839548493,-1.731626849353118,0.4520432744598728,-0.09557969795178822,-1.3758524654931574,1.0,0.6591621797950984
0.68,-0.700778165903707,-1.637,1.338443668192586,-1.169889387418718,-1.1278905281159743,0.6922844736907923,-1.181412632333143,-1.740262941005617,0.49160220229880813,-0.1396732037651979,-1.379328980042061,1.0,0.6174407931637028
0.72,-0.7004895449939702,-1.637,1.3390209100120596,-1.2127799768611918,-1.1344087768264481,0.7176624723320786,-1.2196956926567564,-1.7489253238134055,0.5311330359538621,-0.18376670957860758,-1.3828054945909645,1.0,0.5758622536855807
0.76,-0.7002009240842334,-1.637,1.3395981518315332,-1.2558395812243561,-1.1397486209818832,0.7456495498851304,-1.2578257106225916,-1.7576526311664993,0.5705282288978775,-0.22786021539201726,-1.3862820091398678,1.0,0.5347571935269373
0.8,-0.7,-1.637,1.34,-1.2984609199079284,-1.144589676770828,0.7749989671475064,-1.2957194844149287,-1.766356062465654,0.6096020792354687,-0.27195372120542693,-1.389758523688771,1.0,0.4943196985741488
0.84,-0.7,-1.637,1.34,-1.34062536849317,-1.1490823286508407,0.805272945510897,-1.333355557465205,-1.7750360994013623,0.6482231304959762,-0.3160472270188366,-1.3932350382376748,1.0,0.45479785450561727
0.88,-0.7,-1.637,1.34,-1.3823628037760616,-1.1533319162529025,0.8363933352273423,-1.3707115740505673,-1.7836935309856408,0.6865660984919258,-0.36014073283224624,-1.3967115527865779,1.0,0.4162245299643453
0.92,-0.7,-1.6365501658421016,1.3395501658421016,-1.4237036198003148,-1.1574007989665263,0.8679464528928863,-1.4077477432655379,-1.792322775694279,0.7246875009806782,-0.4042342386456559,-1.4001880673354814,1.0,0.37860854084392764
0.96,-0.7,-1.636063056465287,1.339063056465287,-1.4646731332634004,-1.1613256481888035,0.9000558913489421,-1.4443883012670247,-1.8009102682278437,0.7624228133320093,-0.44832774445906554,-1.4036645818843847,1.0,0.3425609072801385
1.0,-0.7003426551114156,-1.6353146897771687,1.3400279653342468,-1.505508701406789,-1.1643560323721451,0.9327885178815537,-1.480489633911062,-1.8094325523456116,0.799341190353418,-0.4924212502724752,-1.407141096433288,1.0,0.30869807140579475
1.04,-0.7007362628741419,-1.634527474251716,1.3412087886224258,-1.5455927065341266,-1.16846837928065,0.9648800393826406,-1.51595869979953,-1.8176465502471695,0.8355358865183452,-0.5359850072965783,-1.4098466528100908,1.0,0.27861164322057175
1.08,-0.701,-1.634,1.342,-1.5855550996252707,-1.172268190661874,0.997814606040487,-1.5502179364682165,-1.8256199351141027,0.8705683793663016,-0.5790190155313746,-1.4117812510147936,1.0,0.25349661333533663
1.12,-0.701,-1.634,1.342,-1.6254537169117926,-1.1752197444370633,1.0320339130117877,-1.5823797613495407,-1.8329666713433697,0.9035585315971699,-0.6215232749768643,-1.4129448910473956,1.0,0.23490830341742042
1.16,-0.7001195998123109,-1.6322391996246217,1.3411195998123109,-1.6646355120714207,-1.1790665234877347,1.065671815991251,-1.6111333111616406,-1.8377582510302102,0.9339079519723198,-0.6634977856330473,-1.4133375729078974,1.0,0.2219438655448909
1.2,-0.6988043834761507,-1.6314021917380754,1.3415978082619247,-1.7037015309434278,-1.1822947320314474,1.1006887786072916,-1.6330048328917812,-1.8389594305410775,0.9569798780893423,-0.7049425474999237,-1.412959296596299,1.0,0.218529118186808
1.24,-0.698,-1.631,1.342,-1.7426716767469523,-1.1852841288977713,1.1357823514871621,-1.6522162513653973,-1.8414537332047813,0.9771486213415339,-0.7458575605774935,-1.4118100621126,1.0,0.224353682776795
1.28,-0.698,-1.631,1.342,-1.7815626913972438,-1.1881464068610028,1.1705671322671585,-1.668314525048441,-1.8452377098047488,0.9936840915614809,-0.7862428248657566,-1.4098898694568005,1.0,0.23806823805186472
1.32,-0.697540822204131,-1.6307704111020656,1.3415408222041312,-1.8203827584170207,-1.1908903157922575,1.2059305585182245,-1.679532789414519,-1.8508117493213758,1.006343089702052,-0.8260983403647131,-1.4071987186289008,1.0,0.2578979200205456
1.36,-0.6962702781953464,-1.630135139097673,1.3402702781953464,-1.852925625165418,-1.2102641240667102,1.230505286838536,-1.6811142040172358,-1.8596481558044604,1.0112337924862485,-0.8654241070743629,-1.4037366096289008,1.0,0.2826115920659557
1.4,-0.696,-1.63,1.34,-1.8846500623912643,-1.3361578326699313,1.2244313741994644,-1.6861949527628861,-1.86390358703515,1.0174462799111335,-0.904220124994706,-1.3995035424568003,1.0,0.3106191194900517
1.44,-0.6948112149338145,-1.6296037383112714,1.3403962616887286,-1.9562264940845864,-1.345424788586315,1.2930298457273903,-1.6923011806784984,-1.8712916350085045,1.0263524108079365,-0.9424863941257425,-1.3944995171125993,1.0,0.34149229744342374
1.48,-0.6923012113476663,-1.629,1.3411746971630834,-1.9848928632051466,-1.3704119813454954,1.3182036799536374,-1.6994903079007595,-1.8812565283395815,1.0382982386122852,-0.9802229144674723,-1.3887245335962979,1.0,0.3750082757525843
1.52,-0.6904512235046988,-1.629,1.3416371941238254,-2.06569835329102,-1.2811181993240917,1.4185649139983079,-1.7100366016712856,-1.8939802782829518,1.0534556902167325,-1.0174296860198955,-1.3821785919078962,1.0,0.4096775835231539
1.56,-0.689,-1.629,1.342,-2.0647174866673597,-1.1606369673740864,1.4532592795000139,-1.723781538960917,-1.902274048623227,1.070257697484701,-1.054106708783012,-1.3748616920473942,1.0,0.4448473764870113
1.6,-0.689,-1.629,1.342,-2.0838538801029296,-1.1395848226687426,1.478223448143204,-1.7360241308778113,-1.907078514800573,1.083322293241549,-1.090253982756822,-1.366773834014792,1.0,0.4793405061180559
1.64,-0.6879092551794249,-1.627909255179425,1.3441814896411504,-2.105663389365317,-1.1337745630755005,1.5013979748693644,-1.7488913360937113,-1.9107744455901599,1.0980417532896054,-1.1258715079413253,-1.3579150178100894,1.0,0.5144976414493344
1.68,-0.6875277935490187,-1.6263666477411776,1.3462111174196076,-2.1301418143796202,-1.119828059614463,1.5289593043500016,-1.7653633577439056,-1.9158665779544024,1.1160375052106324,-1.1609592843365217,-1.3482852434332864,1.0,0.5490597817097209
1.72,-0.6900939332387058,-1.623287280113553,1.3472375732954824,-2.1567296920129317,-1.1123937750064765,1.5530719952648182,-1.7821939620561598,-1.9163465303664866,1.130737015004769,-1.1955173119424118,-1.3378845108843829,1.0,0.5804373630495789
1.76,-0.6934701165771987,-1.61983938164958,1.348,-2.1827196778949753,-1.1048752758345317,1.5757703786285242,-1.8033898141369895,-1.9173277822208465,1.1490957677694527,-1.229545590758995,-1.326712820163379,1.0,0.6109828926148106
1.8,-0.6991854312567459,-1.6153272911130954,1.348,-2.154957663297901,-1.2020500886170087,1.513298000291112,-1.8270075366853216,-1.9142558919229482,1.166765190548416,-1.2630441207862717,-1.3147701712702748,1.0,0.6389610348418483
1.84,-0.7049007459362931,-1.6108152005766108,1.348,-2.071466169507577,-1.1961750529009834,1.4280852596974134,-1.848760524703003,-1.9064991682286245,1.1814585063414895,-1.2960129020242415,-1.3020565642050699,1.0,0.6668924025725262
1.88,-0.7106160606158403,-1.6063031100401262,1.348,-2.0460717252061666,-0.9900778649843163,1.4707737367557538,-1.8786439616229786,-1.8920065829587436,1.2024623287109248,-1.3284519344729047,-1.2885719989677646,1.0,0.6947475987493585
1.92,-0.711,-1.606,1.348,-2.072455205506775,-0.8179656229095862,1.5730729341253609,-1.9140551378804955,-1.8717063791505888,1.2320477039067823,-1.3603612181322613,-1.274316475558359,1.0,0.7291666147049267
1.96,-0.7250556387948989,-1.5945335578252142,1.3465204590742212,-2.1187902119142294,-0.755374524783774,1.6268632219836945,-1.9532184746736017,-1.8478768925272462,1.2540202536927239,-1.3917407530023114,-1.2592899939768532,1.0,0.7462287106561237
2.0,-0.766363481763445,-1.560997192126254,1.3423196630551506,-2.1801505516367192,-0.6829324225613815,1.6642690943750265,-1.9945562925824223,-1.822926325718153,1.255812267646571,-1.4225905390830549,-1.2434925542232467,1.0,0.7290014717737368
2.04,-0.8098265006455604,-1.5259463704471288,1.3381135644536555,-2.233021047754712,-0.6365381757057819,1.6782519643349998,-2.0371240633912473,-1.7963067684818044,1.2567235385505324,-1.4529105763744914,-1.2269241562975401,1.0,0.7092047750904219
2.08,-0.811,-1.525,1.338,-2.2721523476207746,-0.6007052797634541,1.728955439800244,-2.0792603743700173,-1.7697192540646713,1.2916547102485036,-1.4827008648766216,-1.2095848001997331,1.0,0.742070616680814
