time_s,sur1_input_valid,sur1_dp_doppler_hz,sur1_retained,sur1_retained_doppler_hz,sur2_input_valid,sur2_dp_doppler_hz,sur2_retained,sur2_retained_doppler_hz,sur3_input_valid,sur3_dp_doppler_hz,sur3_retained,sur3_retained_doppler_hz,rtk_x_m,rtk_y_m,rtk_z_m
1.6,1,-25.0,1,-25.0,1,5.0,1,5.0,1,5.0,0,,0.9470452492264746,4.095949890378642,1.1065320372280312
1.64,1,-25.0,1,-25.0,1,5.0,1,5.0,1,5.0,0,,0.8783740625958162,4.224354148918606,1.1244791641312295
1.68,1,-25.0,1,-25.0,1,5.0,1,5.0,1,5.0,1,5.0,0.8261422937716999,4.316676402749239,1.137705103663289
1.72,1,-25.0,1,-25.0,1,2.5,0,,1,5.0,1,5.0,0.7896864523016605,4.3773040521505,1.1464228048843854
1.76,1,-25.0,1,-25.0,1,2.5,0,,1,5.0,1,5.0,0.758,4.43,1.154
1.8,1,-25.0,1,-25.0,1,2.5,0,,1,5.0,1,5.0,0.758,4.43,1.154
1.84,1,-25.0,1,-25.0,1,0.0,0,,1,5.0,1,5.0,0.7485476372442446,4.445862585774026,1.1563902526508807
1.88,1,-25.0,1,-25.0,1,0.0,0,,1,5.0,1,5.0,0.6920825138975395,4.5406201490914855,1.170668789589128
1.92,1,-25.0,1,-25.0,1,-2.5,1,-2.5,1,5.0,1,5.0,0.671,4.576,1.176
1.96,1,-25.0,0,,1,-2.5,1,-2.5,1,5.0,0,,0.6549768215782549,4.601003201493272,1.1802258932101306
2.0,1,-25.0,0,,1,-5.0,1,-5.0,1,5.0,0,,0.58,4.718,1.2
2.04,1,-25.0,0,,1,-5.0,1,-5.0,1,5.0,0,,0.58,4.718,1.2
2.08,1,-25.0,0,,1,-7.5,1,-7.5,1,5.0,0,,0.5194274430129422,4.804250053970702,1.2197519207566492
2.12,1,-25.0,0,,1,-7.5,1,-7.5,1,5.0,0,,0.488,4.849,1.23
2.16,1,-27.5,0,,1,-7.5,1,-7.5,1,5.0,0,,0.45268320286704417,4.892245057713824,1.2411716399094044
2.2,1,-27.5,0,,1,-10.0,1,-10.0,1,5.0,0,,0.39,4.969,1.261
2.24,1,-27.5,1,-27.5,1,-10.0,1,-10.0,1,5.0,0,,0.39,4.969,1.261
2.28,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.37607520942238337,4.983889875073095,1.2652739456228328
2.32,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.289,5.077,1.292
2.36,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.26998553385602314,5.0937256878118315,1.2976339158945116
2.4,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.181,5.172,1.324
2.44,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.181,5.172,1.324
2.48,1,-27.5,1,-27.5,1,-12.5,0,,1,5.0,0,,0.16462989305817993,5.185300711890228,1.3289694967501955
2.52,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,0,,0.07168408654274205,5.260819179684022,1.3571851880138106
2.56,1,-27.5,1,-27.5,1,-12.5,1,-12.5,1,5.0,1,5.0,-0.018667587722698345,5.3283792179626905,1.3795454241013412
2.6,1,-27.5,0,,1,-10.0,0,,1,5.0,1,5.0,-0.049,5.351,1.387
2.64,1,-27.5,0,,1,-10.0,0,,1,5.0,1,5.0,-0.06109595495885688,5.359130068087101,1.3889829434358782
2.68,1,-27.5,0,,1,-10.0,1,-10.0,1,5.0,0,,-0.13375605023819864,5.407967181307642,1.4008944344652785
2.72,1,-27.5,1,-27.5,1,-10.0,1,-10.0,1,5.0,0,,-0.19085152087176113,5.44538599165503,1.4092057245413068
2.76,1,-27.5,1,-27.5,1,-10.0,1,-10.0,1,5.0,0,,-0.2315790867009565,5.470797207941622,1.4137310096334397
2.8,1,-27.5,1,-27.5,1,-7.5,1,-7.5,1,5.0,0,,-0.2723066525301523,5.4962084242282145,1.4182562947255724
2.84,1,-27.5,1,-27.5,1,-7.5,1,-7.5,1,5.0,0,,-0.3108168649543693,5.521211243302913,1.4214720558035077
2.88,1,-27.5,1,-27.5,1,-7.5,1,-7.5,1,5.0,0,,-0.34793707202877716,5.545958048019185,1.4238669078728243
2.92,1,-27.5,1,-27.5,1,-7.5,1,-7.5,1,5.0,0,,-0.38453664587694764,5.570623963069993,1.4265704267543464
2.96,1,-27.5,1,-27.5,1,-7.5,1,-7.5,1,5.0,0,,-0.4168935589614058,5.594630705035882,1.4317892837034525
3.0,1,-27.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.443,5.614,1.436
3.04,1,-27.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.443,5.614,1.436
3.08,1,-27.5,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.4721380438531659,5.634119125517662,1.4464064442332736
3.12,1,-27.5,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.485,5.643,1.451
3.16,1,-27.5,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.48794674172308716,5.6453061456963285,1.4525374304642196
3.2,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.5035627386150715,5.657527360655273,1.4606849071035157
3.24,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.5137233644434995,5.667603882050192,1.4638805176066922
3.28,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.521,5.676,1.465
3.32,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.521,5.676,1.465
3.36,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.521404651843785,5.677820933297032,1.4637860444686452
3.4,1,-27.5,1,-27.5,1,-5.0,1,-5.0,1,5.0,0,,-0.523679049614795,5.686103455624042,1.458745356394452
3.44,1,-25.0,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.526849939118458,5.691256151067494,1.4575562728305782
3.48,1,-25.0,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.5300208286221211,5.696408846510947,1.4563671892667045
3.52,1,-22.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.531,5.698,1.456
3.56,1,-22.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.531,5.698,1.456
3.6,1,-20.0,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.5409714429946196,5.702653340064156,1.454670474267384
3.64,1,-17.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.5487778073281782,5.707777807328178,1.4533055481679555
3.68,1,-17.5,0,,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.5528194387029944,5.711819438702994,1.4522951403242514
3.72,1,-15.0,1,-15.0,1,-5.0,0,,1,5.0,0,,-0.5554011399920368,5.715451994986064,1.4523502849980092
3.76,1,-15.0,1,-15.0,1,-5.0,0,,1,5.0,0,,-0.5573804313754406,5.71891575490702,1.4528451078438602
3.8,1,-12.5,1,-12.5,1,-5.0,1,-5.0,1,5.0,0,,-0.5586871287659964,5.72171782191499,1.4533435643829982
3.84,1,-10.0,1,-10.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5596873532874871,5.724218383218718,1.4538436766437435
3.88,1,-10.0,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.56,5.725,1.454
3.92,1,-7.5,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.56,5.725,1.454
3.96,1,-7.5,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.5574104889565881,5.725,1.454431585173902
4.0,1,-5.0,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.554,5.725,1.455
4.04,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.554,5.725,1.455
4.08,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5512041998681361,5.725,1.4553994000188377
4.12,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.547,5.725,1.456
4.16,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5457365454415035,5.725,1.4558736545441504
4.2,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5397193242952443,5.725,1.4552719324295245
4.24,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5353006056947132,5.725,1.455566464768429
4.28,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.5321999534270542,5.725,1.4566000155243153
4.32,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.531,5.725,1.457
4.36,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.531683106332612,5.725,1.456316893667388
4.4,1,-5.0,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.5335677906792534,5.725,1.455
4.44,1,-5.0,0,,1,-5.0,1,-5.0,1,5.0,0,,-0.5363038266128657,5.725,1.455
4.48,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,0,,-0.539039862546478,5.725,1.455
4.52,1,-5.0,1,-5.0,1,-5.0,1,-5.0,1,5.0,1,5.0,-0.54,5.725,1.455
4.56,1,-5.0,1,-5.0,1,-7.5,0,,1,5.0,1,5.0,-0.54,5.725,1.455
4.6,1,-5.0,1,-5.0,1,-7.5,0,,1,5.0,1,5.0,-0.5482539367112967,5.725634918208561,1.456904754625684
4.64,1,-5.0,1,-5.0,1,-7.5,1,-7.5,1,5.0,1,5.0,-0.5598378810789597,5.725067561671051,1.4583108127763162
4.68,1,-2.5,0,,1,-7.5,1,-7.5,1,5.0,1,5.0,-0.5711541664060631,5.723524431853718,1.4588251893820938
4.72,1,-2.5,0,,1,-7.5,1,-7.5,1,5.0,1,5.0,-0.5831735264685131,5.723653882117481,1.458346117882519
4.76,1,-2.5,0,,1,-7.5,0,,1,5.0,1,5.0,-0.5955548336437783,5.7246443866915016,1.4573556133084977
4.8,1,0.0,0,,1,-7.5,1,-7.5,1,5.0,1,5.0,-0.607496175072346,5.723714941416169,1.457428352861277
4.84,1,0.0,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.619191084263923,5.72171009984047,1.45809663338651
4.88,1,0.0,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.6308859934555,5.719705258264772,1.458764913911743
4.92,1,2.5,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.635,5.719,1.459
4.96,1,2.5,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.635,5.719,1.459
5.0,1,2.5,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.6430517516865901,5.715661468812877,1.459
5.04,1,5.0,0,,1,-10.0,1,-10.0,1,5.0,1,5.0,-0.6808465898932474,5.699530982507214,1.4588171098153493
5.08,1,5.0,0,,1,-10.0,0,,1,5.0,0,,-0.7062748285180748,5.686576974151169,1.4578575536408274
5.12,1,5.0,0,,1,-10.0,1,-10.0,1,5.0,0,,-0.729,5.675,1.457
5.16,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.729,5.675,1.457
5.2,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.7579716200768993,5.658444788527486,1.457
5.24,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.7978840077849969,5.634610343398495,1.457
5.28,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.8281357209994564,5.61204160496866,1.457
5.32,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.855,5.592,1.457
5.36,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.8610976152212064,5.586295779309194,1.4569016513674
5.4,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.8920890551399282,5.5573037871271636,1.456401789433227
5.44,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.9218118497820448,5.528478205168145,1.4558422344333755
5.48,1,7.5,1,7.5,1,-10.0,1,-10.0,1,5.0,0,,-0.946337180693384,5.500334382810871,1.4550381252231677
5.52,1,7.5,1,7.5,1,-10.0,1,-10.0,1,2.5,0,,-0.9708625116047226,5.472190560453598,1.4542340160129599
5.56,1,7.5,1,7.5,1,-10.0,1,-10.0,1,2.5,0,,-0.978,5.464,1.454
5.6,1,7.5,1,7.5,1,-10.0,1,-10.0,1,2.5,0,,-1.0196510651546533,5.408935879965035,1.4532940497431415
5.64,1,7.5,1,7.5,1,-10.0,1,-10.0,1,2.5,0,,-1.0704876916608588,5.327909106302592,1.453683422278793
5.68,1,7.5,1,7.5,1,-10.0,1,-10.0,1,0.0,0,,-1.093130320673909,5.282885131260881,1.454
5.72,1,7.5,1,7.5,1,-10.0,1,-10.0,1,0.0,0,,-1.103735007217768,5.255943495176481,1.454
5.76,1,10.0,1,10.0,1,-10.0,1,-10.0,1,0.0,0,,-1.1143396937616274,5.229001859092081,1.454
5.8,1,10.0,1,10.0,1,-10.0,1,-10.0,1,-2.5,0,,-1.123,5.207,1.454
5.84,1,10.0,1,10.0,1,-10.0,1,-10.0,1,-2.5,0,,-1.123,5.207,1.454
5.88,1,12.5,0,,1,-10.0,1,-10.0,1,-2.5,0,,-1.130592502042672,5.175718891584191,1.454
5.92,1,12.5,0,,1,-10.0,1,-10.0,1,-2.5,0,,-1.143927268160705,5.120779655177896,1.454
5.96,1,15.0,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.1521292633548383,5.073994019621508,1.453724715776344
6.0,1,15.0,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.158074259823156,5.030793711951733,1.4533283826784562
6.04,1,17.5,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.163,4.995,1.453
6.08,1,17.5,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.163783092485781,4.980512789013051,1.4527389691714063
6.12,1,20.0,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.1678207035304877,4.905816984685979,1.451393098823171
6.16,1,20.0,0,,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.168066694641552,4.831268247247696,1.451933305358448
6.2,1,22.5,1,22.5,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.167,4.771,1.453
6.24,1,22.5,1,22.5,1,-12.5,0,,1,-5.0,0,,-1.167,4.771,1.453
6.28,1,22.5,1,22.5,1,-12.5,1,-12.5,1,-5.0,0,,-1.1635424217664354,4.689401153687876,1.453
6.32,1,25.0,0,,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.162,4.653,1.453
6.36,1,25.0,0,,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.162,4.653,1.453
6.4,1,25.0,0,,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.1591773998849968,4.593725397584935,1.4539408667050011
6.44,1,25.0,0,,1,-15.0,1,-15.0,1,-5.0,1,-5.0,-1.155572757182346,4.5154644439233405,1.455085448563531
6.48,1,25.0,0,,1,-15.0,1,-15.0,1,-5.0,1,-5.0,-1.153585787612422,4.461816265535398,1.4554828424775157
6.52,1,25.0,0,,1,-15.0,1,-15.0,1,-5.0,0,,-1.1515988180424983,4.408168087147456,1.4558802363915002
6.56,1,25.0,0,,1,-15.0,1,-15.0,1,-5.0,0,,-1.1501612962993881,4.350903518670023,1.456
6.6,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1489607942660194,4.292078919034956,1.456
6.64,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1477433711514742,4.2248546353907335,1.456
6.68,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1464581251292736,4.123962822647986,1.456
6.72,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1462502042282405,4.046215893883813,1.4557497957717593
6.76,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1466389913956716,3.981288436922835,1.4553610086043285
6.8,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.14720239503265,3.9123476123542154,1.4550505987581626
6.84,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1500351042392163,3.7912492937735065,1.455758776059804
6.88,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.151,3.75,1.456
6.92,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.151,3.75,1.456
6.96,1,25.0,1,25.0,1,-17.5,1,-17.5,1,-5.0,0,,-1.1517383692113923,3.7317517323470195,1.456105481315913
7.0,1,25.0,1,25.0,1,-15.0,0,,1,-5.0,0,,-1.1552105880926826,3.6459383228522686,1.456601512584669
7.04,1,25.0,1,25.0,1,-15.0,0,,1,-5.0,0,,-1.1587854029519122,3.554092413902555,1.457
7.08,1,22.5,0,,1,-15.0,0,,1,-5.0,1,-5.0,-1.1627793442310743,3.4376024599269956,1.457
7.12,1,22.5,0,,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.164,3.402,1.457
7.16,1,22.5,1,22.5,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.1644840373626544,3.384961884834566,1.457096807472531
7.2,1,20.0,1,20.0,1,-12.5,1,-12.5,1,-5.0,1,-5.0,-1.1677272147347422,3.2708020413370753,1.4577454429469485
7.24,1,20.0,1,20.0,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.169,3.226,1.458
7.28,1,20.0,1,20.0,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.170091980837143,3.1990124735963197,1.457688005475102
7.32,1,17.5,1,17.5,1,-10.0,1,-10.0,1,-5.0,1,-5.0,-1.176250051806178,3.046165250631129,1.4557082728927921
7.36,1,17.5,1,17.5,1,-7.5,0,,1,-5.0,1,-5.0,-1.1793303711501093,2.9619698552303424,1.452114566991539
7.4,1,17.5,1,17.5,1,-7.5,0,,1,-5.0,1,-5.0,-1.182,2.889,1.449
7.44,1,15.0,1,15.0,1,-7.5,1,-7.5,1,-5.0,1,-5.0,-1.182,2.889,1.449
7.48,1,15.0,1,15.0,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1824440952288406,2.8762988764551536,1.4490888190457683
7.52,1,15.0,1,15.0,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1857046561072782,2.7830468353318443,1.4497409312214555
7.56,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.187,2.746,1.45
7.6,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1871956404470299,2.7242839103796905,1.4519564044702982
7.64,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.187765780800906,2.6250456840385046,1.461288205595017
7.68,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1865632595310964,2.5739385300716044,1.4679020725789689
7.72,1,12.5,0,,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1846268436205756,2.5330644046537647,1.4726020157759954
7.76,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-5.0,1,-5.0,-1.1820437862388569,2.501206696945903,1.4756155827213335
7.8,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.18,2.476,1.478
7.84,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.18,2.476,1.478
7.88,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.1775136224883842,2.458843995169852,1.4772540867465154
7.92,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.1723717166640104,2.4233648449816725,1.4757115149992033
7.96,1,12.5,0,,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.164078818211595,2.3833152728463807,1.473815763642319
8.0,1,12.5,0,,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.155,2.347,1.472
8.04,1,12.5,0,,1,-5.0,0,,1,-7.5,1,-7.5,-1.155,2.347,1.472
8.08,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.1475107759692855,2.3229556491645487,1.4692408121992104
8.12,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.136,2.286,1.465
8.16,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.1333515266841643,2.2790591733791894,1.4645433666696837
8.2,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.1150037401574806,2.2309753190333974,1.4613799551995657
8.24,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,0,,-1.107,2.21,1.46
8.28,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,0,,-1.107,2.21,1.46
8.32,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,0,,-1.0896673041231941,2.1746413004113156,1.4593066921649278
8.36,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,0,,-1.0683338691317998,2.1350842709806495,1.45831669345659
8.4,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.062,2.124,1.458
8.44,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.062,2.124,1.458
8.48,1,12.5,1,12.5,1,-5.0,1,-5.0,1,-7.5,1,-7.5,-1.056930698090944,2.117012583855085,1.4577259836805916
8.52,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-1.0330720384655299,2.084126323290325,1.456436326403542
8.56,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-1.00956095812571,2.0549142652329744,1.4542355380715097
8.6,1,12.5,0,,1,-5.0,0,,1,-7.5,1,-7.5,-0.99,2.032,1.452
8.64,1,12.5,0,,1,-5.0,0,,1,-7.5,1,-7.5,-0.99,2.032,1.452
8.68,1,12.5,0,,1,-5.0,0,,1,-7.5,1,-7.5,-0.9773483360281197,2.0186995327475104,1.4513511967193906
8.72,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-0.958182799297012,1.9985511479789102,1.450368348681898
8.76,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-0.9373813395571847,1.9780147656242926,1.4493665739328923
8.8,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-0.9155992602634666,1.957245806297724,1.4483534539657426
8.84,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-0.898208194703716,1.9419111173639392,1.448212865332528
8.88,1,12.5,1,12.5,1,-5.0,0,,1,-7.5,1,-7.5,-0.8831698670667781,1.9294881510551645,1.4485397854985482
8.92,1,12.5,1,12.5,1,-5.0,0,,1,-10.0,1,-10.0,-0.8681315394298408,1.9170651847463902,1.4488667056645688
